rid,name,address1,address2,city,state,zip
referralMNRef014,Allina Health Buffalo Specialty Clinic,303 Catlin St,"",Buffalo,MN,55313
referralMNRef015,Allina Health Woodbury Clinic,8675 Valley Creek Rd,"",Woodbury,MN,55125
referralMNRef016,Allina Health Northfield Clinic,1400 Jefferson Rd,"",Northfield,MN,55057
referralMNRef017,Allina Health Ramsey Clinic,7231 Sunwood Dr NW,"",Ramsey,MN,55303
referralMNRef018,Allina Health - Elk River Clinic,14181 Business Center Dr NW,"",Elk River,MN,55330
referralMNRef019,Allina Health St. Michael Clinic,4300 Edgewood Dr NE,"",Saint Michael,MN,55376
referralMNRef020,Allina Health Orthopedics - Edina,8100 W 78th St Ste 230,"",Edina,MN,55439
referralMNRef021,Allina Health Orthopedics - Joint Replacement Center Fridley,500 Osborne Rd Ste 200,"",Fridley,MN,55432
referralMNRef022,Allina Health Orthopedics - Joint Replacement Center - St. Paul,255 Smith Ave N Ste 210,"",Saint Paul,MN,55102
referralMNRef023,Allina Health Orthopedics - Minneapolis,2800 Chicago Ave Ste 400,"",Minneapolis,MN,55407
referralMNRef024,Allina Health Orthopedics - Plymouth,2805 Campus Dr Ste 465,"",Plymouth,MN,55441
referralMNRef025,Allina Health Orthopedics - St. Paul,225 Smith Ave N Ste 200,"",Saint Paul,MN,55102
referralMNRef026,Allina Health Cambridge Clinic,701 Dellwood St S,"",Cambridge,MN,55008
referralMNRef027,Allina Health Orthopedics - Coon Rapids,11850 Blackfoot St NW Ste 405,"",Coon Rapids,MN,55433
referralMNRef028,Allina Health Isanti Clinic,300 5th Ave N,"",Isanti,MN,55040
referralMNRef029,Allina Health - Buffalo Hospital,303 Catlin St,"",Buffalo,MN,55313
referralMNRef030,"Allina Health Orthopedic, Podiatry and Spine Clinic Faribault",35 State Ave,"",Faribault,MN,55021
referralMNRef031,Allina - Regina Hospital,1175 Nininger Rd,"",Hastings,MN,55033
referralMNRef032,Allina Health - Greenway Clinic (Minneapolis),3270 W Lake St,"",Minneapolis,MN,55416
referralMNRef033,Allina Health Springfield Clinic,625 N Jackson Ave,"",Springfield,MN,56087
referralMNRef034,Allina - River Falls Area Hospital,1629 E Division St,"",River Falls,WI,54022
referralMNRef035,Allina Health Camplin Clinic,11269 Jefferson Hwy N,"",Champlin,MN,55316
referralMNRef036,Altru Clinic - Roseau,711 Delmore Dr,"",Roseau,MN,56751
referralMNRef037,Altru Clinic - Crookston,400 S Minnesota St,"",Crookston,MN,56716
referralMNRef038,Altru's Specialty Care,301 Mountain St E Ste A,"",Cavalier,ND,58220
referralMNRef039,Altru Professional Center,4440 S Washington St,"",Grand Forks,ND,58201
referralMNRef040,Avera Medical Group Family Health Center - Sioux Falls,2100 S Marion Rd,"",Sioux Falls,SD,57106
referralMNRef041,Avera - Pipestone Country Medical Center & Family Clinic,916 4th Ave SW,"",Pipestone,MN,56164
referralMNRef042,Avera Orthopedics - Marshall,300 S Bruce St,"",Marshall,MN,56258
referralMNRef043,Avera Orthopedics - Sioux Falls - 20th St,911 E 20th St Ste 400,"",Sioux Falls,SD,57105
referralMNRef044,Avera South Marion Family Health Center - Sioux Falls,2100 S Marion Rd Ste 310,"",Sioux Falls,SD,57106
referralMNRef045,Avera Medical Group 69th & Cliff,6215 S Cliff Ave Ste 110,"",Sioux Falls,SD,57108
referralMNRef046,Avera on Louise Health Campus,6100 S Louise Ave Ste 2100,"",Sioux Falls,SD,57108
referralMNRef047,Avera Human Performance Center - Sioux Falls,6800 S Louise Ave,"",Sioux Falls,SD,57108
referralMNRef048,Avera Granite Falls Health Center,345 10th Ave,"",Granite Falls,MN,56241
referralMNRef049,Carris Health - Redwood Hospital,101 Caring Way,"",Redwood Falls,MN,56283
referralMNRef050,Carris Health - Willmar Main Clinic,101 Willmar Ave SW,"",Willmar,MN,56201
referralMNRef051,CentraCare - St. Cloud Hospital Orthopedics,1406 6th Ave N,"",Saint Cloud,MN,56303
referralMNRef052,CentraCare - St. Cloud Hospital Orthopedics,1406 6th Ave N,"",Saint Cloud,MN,56303
referralMNRef053,CentraCare - Melrose,525 W Main St,"",Melrose,MN,56352
referralMNRef054,CentraCare - Long Prairie,50 Centra Care Dr,"",Long Prairie,MN,56347
MN_Cardiology58_,HCMC,730 South 8th Street,"",Minneapolis,MN,55415
referralMNRef055,CentraCare - Sauk Center,425 Elm St N,"",Sauk Centre,MN,56378
referralMNRef056,CentraCare - Sauk Center,425 Elm St N,"",Sauk Centre,MN,56378
MN_Cardiology105,Allina Health Minneapolis Heart Institute at Lakeville Clinic,20795 Keokuk Ave,"",Lakeville,MN,55033
TEST12503,Quest Diagnostics,6800 Gulfport Blvd S,Ste 115,South Pasadena,FL,33707
referralMNRef072,Essentia - Orthopedics & Sports - Essentia Health Graceville Clinic,115 W 2nd St,"",Graceville,MN,56240
referralMNRef073,Essentia - Orthopedics & Sports Medicine - Essentia Health - Fosston Clinic,900 Hilligoss Blvd SE,"",Fosston,MN,56542
TEST12504,Quest Diagnostics,40230 Highway 27,Ste 200,Davenport,FL,33837
referralMNRef074,Essential - Orthopedics & Sports Medicine - Essentia Health St. Mary's Superior Clinic,3500 Tower Ave,"",Superior,WI,54880
MN_Cardiology106,Allina Health Minneapolis Heart Institute at Maplewood Clinic,1850 Beam Ave,"",Maplewood,MN,55109
referralMNRef075,Essentia - Orthopedics & Sports Medicine - West Duluth Clinic,4212 Grand Ave,"",Duluth,MN,55807
TEST12505,Quest Diagnostics,1424 State Road 60 E,"",Lake Wales,FL,33853
referralMNRef076,Essentia - Orthopedics & Sports Medicine - Lakeside Clinic,4621 E Superior St,"",Duluth,MN,55804
referralMNRef077,Essentia - Orthopedic & Sports medicine - Essentia Health - Hermantown Clinic,4855 W Arrowhead Rd,"",Hermantown,MN,55811
TEST12506,Quest Diagnostics,3037 Lakeland Hills Blvd Ste 1,"",Lakeland,FL,33805
referralMNRef078,Essentia - Orthopedics & Sports Medicine - Essentia Health St. Mary's Detroit Lakes Clinic,1027 Washington Ave,"",Detroit Lakes,MN,56501
MN_Cardiology107,Allina Health Minneapolis Heart Institute at Northfield Clinic,1400 Jefferson Rd,Allina Health clinic,Northfield,MN,55057
referralMNRef079,Essentia - Orthopedics & Sports Medicine - Virginia Clinic,901 9th St N,"",Virginia,MN,55792
TEST12507,Quest Diagnostics,4708 Exploration Ave,"",Lakeland,FL,33812
referralMNRef080,Essentia - Orthopedics & Sports Medicine - Park Rapids Clinic,705 Pleasant Ave S,"",Park Rapids,MN,56470
referralMNRef081,Essentia - Orthopedics & Sports Medicine - Essential Health St. Mary's-Pelican Rapids Clinic,301 N Broadway,"",Pelican Rapids,MN,56572
MN_Cardiology108,Allina Health Minneapolis Heart Institute at Richfield Clinic,407 W 66th St,Allina Health Richfield Clinic,Richfield,MN,55423
referralMNRef082,Essentia - Orthopedics & Sports Medicine - Essentia Health Grand Rapids Clinic,1542 Golf Course Rd Ste 204,"",Grand Rapids,MN,55744
referralMNRef083,M Health Fairview University of Minnesota Medical Center,500 Harvard St SE,"",Minneapolis,MN,55455
MN_Cardiology109,Allina Health Minneapolis Heart Institute at River Falls Specialty Clinic,1617 E Division St,"",River Falls,WI,54022
referralMNRef084,Fairview - M Health - University of Minnesota Clinics and Surgery Center: Orthopedic Clinic,909 Fulton St SE,"",Minneapolis,MN,55455
referralMNRef085,Fairview - M Health Fairview Clinic - Brooklyn Park,10000 Zane Ave N,"",Brooklyn Park,MN,55443
MN_Cardiology110,Allina Health Minneapolis Heart Institute at Voyage Health – Plymouth,15655 37th Avenue North,"Plymouth City Center Medical Building, Suite 100",Plymouth,MN,55446
referralMNRef086,Fairview Institute for Athletic Medicine - Eagan,3305 Central Park Village Dr,Ste 200,Eagan,MN,55121
referralMNRef087,Fairview Clinics - Elk River,290 Main St NW Ste 100,"",Elk River,MN,55330
MN_Cardiology111,Allina Health Northfield Clinic,1400 Jefferson Rd,"",Northfield,MN,55057
referralMNRef088,Fairview Sports and Orthopedic Care - Fridley,6341 University Ave NE,"",Fridley,MN,55432
referralMNRef089,Fairview Clinics - Princeton,919 Northland Dr,"",Princeton,MN,55371
MN_Cardiology112,Allina Health Palliative Care,1055 Westgate Dr,Suite 100,St. Paul,MN,55114
referralMNRef090,Fairview Sports and Orthopedic Care - Blaine,10961 Club West Pkwy,"",Blaine,MN,55449
referralMNRef091,Fairview - M Health - University of Minnesota Clinics and Surgery Center: Sports Medicine,909 Fulton St SE,"",Minneapolis,MN,55455
MN_Cardiology113,Allina Health Richfield Clinic,407 W 66th St,"",Richfield,MN,55423
referralMNRef092,Gundersen - Onalaska Clinic,3111 Gundersen Dr,"",Onalaska,WI,54650
referralMNRef093,Gundersen - Whitehall Hospital,18601 Lincoln St,"",Whitehall,WI,54773
MN_Cardiology114,Allina Health Senior Health,1055 Westgate Dr,Suite 100,St. Paul,MN,55114
referralMNRef094,Gundersen - Decorah Clinic,1830 State Highway 9,"",Decorah,IA,52101
referralMNRef095,Gundersen - La Crosse Campus,1910 South Ave,"",La Crosse,WI,54601
MN_Cardiology115,Allina Health Shakopee Clinic,1601 St. Francis Ave,"",Shakopee,MN,55379
referralMNRef096,Gundersen - Decorah Speciality Outreach,901 Montgomery St,"",Decorah,IA,52101
referralMNRef097,HCMC Clinic & Specialty Center,715 S 8th St,"",Minneapolis,MN,55414
MN_Cardiology116,Allina Health Specialty Clinic River Falls,1687 E Division St.,"",River Falls,MN,54022
referralMNRef098,HCMC,730 S 8th St,"",Minneapolis,MN,55415
referralMNRef118,Olmsted - Hospital,1650 4th St SE,"",Rochester,MN,55904
MN_Cardiology117,Allina Health St. Michael Clinic,4300 Edgewood Dr NE,"",St. Michael,MN,55376
MN_Cardiology118,Allina Health Woodbury Clinic,8675 Valley Creek Rd,"",Woodbury,MN,55125
MN_Cardiology119,Buffalo Hospital,303 Catlin St,"",Buffalo,MN,55313
TEST12508,Quest Diagnostics,1389 South Us Hwy 301,Suite C,Sumterville,FL,33585
referralMNRef151,Sanford Health - Perham Health Ottertail Clinic,105 Otter Dr,"",Ottertail,MN,56571
referralMNRef152,Sanford Health - Bemidji Orthopedics & Sports Medicine Center,1300 Anne St NW,"",Bemidji,MN,56601
referralMNRef153,Sanford Health - Broadway Clinic,1527 Broadway St,"",Alexandria,MN,56308
referralMNRef154,Sanford Health - 929 Central Ave. Clinic,929 Central Ave NW,"",East Grand Forks,MN,56721
referralMNRef155,Sanford Health - Detroit Lakes Clinic & Same Day Surgery Center,1245 Washington Ave,"",Detroit Lakes,MN,56501
referralMNRef156,Sanford Health - Perham Clinc,1000 Coney St W,"",Perham,MN,56573
referralMNRef157,Sanford Health - Thief River Falls Wellness Center,1720 Highway 59 S,"",Thief River Falls,MN,56701
referralMNRef158,Sanford Health - Broadway Clinic,801 Broadway N,"",Fargo,ND,58102
referralMNRef159,Sanford Health - Mayville Clinic,600 1st St Se,"",Mayville,ND,58257
referralMNRef160,Sanford Health - Orthopedics & Sports Medicine Fargo,2301 25th St S,"",Fargo,ND,58103
referralMNRef161,Sanford Health - Center for Joint Success Fargo,1720 University Dr S,"",Fargo,ND,58103
referralMNRef162,Sanford Health - Jackson Clinic,1430 North Hwy,"",Jackson,MN,56143
referralMNRef163,Sanford Health - Canby Clinic,112 Saint Olaf Ave S,"",Canby,MN,56220
referralMNRef164,Sanford Health - Luverne Clinic,1601 Sioux Valley Dr,"",Luverne,MN,56156
referralMNRef165,Sanford Health - Worthington Orthopedics & Sports Medicine Clinic,1680 Diagonal Rd,"",Worthington,MN,56187
referralMNRef166,Sanford Health - Broadway Clinic,1527 Broadway St,"",Alexandria,MN,56308
referralMNRef167,Sanford Health - Parkers Prairie Clinic,115 E Soo St,"",Parkers Prairie,MN,56361
referralMNRef168,Sanford Health - Bagley Clinic,1656 Central St W,"",Bagley,MN,56621
referralMNRef169,Sanford Health - Orthopedics & Sports Medicine Fargo,2301 25th St S,"",Fargo,ND,58106
referralMNRef170,Sanford Health - Center for Joint Success Sioux Falls,1305 W 18th St,"",Sioux Falls,SD,57105
referralMNRef171,Sanford Health - 69th & Minnesota Acute Care and Orthopedic Fast Track Clinic,6110 S Minnesota Ave,"",Sioux Falls,SD,57108
referralMNRef172,Sanford Health - Bemidji Orthopedics & Sports Medicine Center,1300 Anne St NW,"",Bemidji,MN,56601
referralMNRef173,Sanford Health - Detroit Lakes Clinic & Same Day Surgery Center,1245 Washington Ave,"",Detroit Lakes,MN,56501
referralMNRef174,Sanford Health - Bemidji Blackduck Clinic,81 1st St NW,"",Blackduck,MN,56630
referralMNRef175,Sanford Health - Bemidji Orthopedics & Sports Medicine Center,1300 Anne St NW,"",Bemidji,MN,56601
referralMNRef176,Sanford Health - Pelican Rapids Clinic,211 E Mill St,"",Pelican Rapids,MN,56572
referralMNRef177,Sanford Health - Wheaton Medical Center,401 12th St N,"",Wheaton,MN,56296
referralMNRef178,Sanford Health - Jackson Clinic,1430 North Hwy,"",Jackson,MN,56143
referralMNRef179,Sanford Health - Center for Joint Success Sioux Falls,1305 W 18th St,"",Sioux Falls,SD,57105
referralMNRef183,Sanford Health - Wheaton Medical Center,401 12th St N,"",Wheaton,MN,56296
referralMNRef184,Sanford Health - 929 Central Ave. Clinic,929 Central Ave NW,"",East Grand Forks,MN,56721
referralMNRef185,Sanford Health - Mayville Clinic,600 1st St SE,"",Mayville,ND,58257
referralMNRef186,Sanford Health - 929 Central Ave. Clinic,929 Central Ave NW,"",East Grand Forks,MN,56721
referralMNRef187,Sanford Health - Orthopedics & Sports Medicine Fargo,2301 25th St S,"",Fargo,ND,58103
referralMNRef188,Sanford Health - Orthopedics & Sports Medicine Fargo,2301 25th St S,"",Fargo,ND,58103
referralMNRef189,Sanford Health - Rock Rapids Clinic,104 Buncombe Dr,"",Rock Rapids,IA,51246
referralMNRef190,Sanford Health - Lake Park Clinic,215 N Market St Ste 2,"",Lake Park,IA,51347
referralMNRef191,Sanford Health - Perham Clinc,1000 Coney St W,"",Perham,MN,56573
referralMNRef192,Sanford Health - Children's Hospital Sioux Falls,1600 W 22nd St,"",Sioux Falls,SD,57105
referralMNRef193,Sanford Health - Outpatient Rehabilitation and Sports Medicine,3401 W 49th St,"",Sioux Falls,SD,57106
referralMNRef194,Sanford Health - 26th & Sycamore Acute Care and Orthopedic Fast Track Clinic,4405 E 26th St,"",Sioux Falls,SD,57103
referralMNRef195,Sanford Health - Brandon Acute Care & Orthopedic Fast Track Clinic,1105 E Holly Blvd,"",Brandon,SD,57005
referralMNRef198,St. Lukes - Miller Creek Medical Clinic & Urgent Care,4190 Loberg Ave,"",Duluth,MN,55811
referralMNRef199,St. Lukes - Hibbing Family Medical Clinic & Urgent Care,1120 E 34th St,"",Hibbing,MN,55746
referralMNRef200,St. Lukes Laurentian Medical Clinic & Urgent Care,8373 Unity Dr,"",Virginia,MN,55792
referralMNRef201,St. Lukes - Orthopedics & Sports Medicine,1012 E 2nd St,"",Duluth,MN,55805
referralMNRef202,Summit Ortho - Forest Lake Clinic,146 N Lake St,"",Forest Lake,MN,55025
referralMNRef203,Summit Ortho - Vadnais Heights Clinic,3580 Arcade St,"",Vadnais Heights,MN,55127
referralMNRef204,Summit Ortho - Woodbury Clinic,2090 Woodwinds Dr,"",Woodbury,MN,55125
referralMNRef205,Summit Ortho - Hastings Clinic,1285 Nininger Rd Ste 107,"",Hastings,MN,55033
referralMNRef207,Northfield - Orthopedic Clinic,1381 Jefferson Rd,"",Northfield,MN,55057
referralMNRef210,Summit Ortho - Minnesota Occupational Health – Shakopee,4360 12th Ave E,"",Shakopee,MN,55379
referralMNRef212,Stellis Health - Monticello,1001 Hart Blvd Ste 100,"",Monticello,MN,55362
referralMNRef215,Summit Ortho - Baxter Clinic,15860 Audubon Way,"",Baxter,MN,56401
referralMNRef217,Stellis Health - Albertville,11091 Jason Ave NE,"",Albertville,MN,55301
referralMNRef219,Stellis Health - Monticello,1001 Hart Blvd Ste 100,"",Monticello,MN,55362
TEST12509,LABCORP,2716 EAST 82ND ST,"",BLOOMINGTON,MN,55425
TEST12510,LABCORP,402 WEST COUNTY ROAD D,ST. PAUL PSC,SAINT PAUL,MN,55112
referralMNRef229,Twin Cities Orthopedics - Olivia,100 Healthy Way,"",Olivia,MN,56277
TEST12511,LABCORP AT WALGREENS,3700 SILVER LAKE RD NE,ST ANTHONY WALGREENS,MINNEAPOLIS,MN,55421
referralMNRef230,Twin Cities Orthopedics - Wyoming,5130 Fairview Blvd Ste 100,"",Wyoming,MN,55092
TEST12512,Quest Diagnostics,6525 France Ave,Ste 320,Edina,MN,55435
referralMNRef231,Twin Cities Orthopedics - Stillwater PT,5805 Neal Ave N,"",Oak Park Hgts,MN,55082
TEST12513,Quest Diagnostics,825 Nicollet Mall,Ste 406,Minneapolis,MN,55402
referralMNRef232,Twin Cities Orthopedics - Belle Plaine,165 W Commerce Dr,"",Belle Plaine,MN,56011
TEST12514,LABCORP,3665 E TREMONT AVE,THROGS NECK,BRONX,NY,10465
referralMNRef233,Twin Cities Orthopedics - Woodbury,4040 Radio Dr,"",Woodbury,MN,55129
TEST12515,LABCORP AT WALGREENS,1770 Deer Park Avenue,"",DEER PARK,NY,11729
referralMNRef234,Twin Cities Orthopedics - Eagan Viking Lakes,2700 Vikings Cir,"",Eagan,MN,55121
TEST12516,LABCORP,120 BETHPAGE RD STE 304,"",HICKSVILLE,NY,11801
referralMNRef235,Twin Cities Orthopedics - Blaine,11225 Ulysses St NE,"",Blaine,MN,55434
TEST12517,LABCORP,285 SILLS RD BLDG 11D,"",EAST PATCHOGUE,NY,11772
referralMNRef236,Twin Cities Orthopedics - Waconia Therapy/Performance,820 Village Way,"",Waconia,MN,55387
TEST12518,LABCORP,1540 ROUTE 202 STE 6,"",POMONA,NY,10970
referralMNRef237,Twin Cities Orthopedics - Vadnais Heights,3545 Highway 61 N,"",Vadnais Heights,MN,55110
TEST12519,LABCORP,11 Medical Drive,"",PORT JEFFERSON STATI,NY,11776
referralMNRef238,Twin Cities Orthopedics - Hudson,411 Stageline Rd Ste 100,"",Hudson,WI,54016
TEST12520,LABCORP,887 OLD COUNTRY RD STE C,"",RIVERHEAD,NY,11901
referralMNRef239,Twin Cities Orthopedics - Hudson - Therapy,1830 Hanley Rd,"",Hudson,WI,54016
TEST12521,LABCORP,2500 NESCONSET HWY STE 30-31,STONY BROOK PROFESSIONAL,STONY BROOK,NY,11790
referralMNRef433,Edina Eye Physicians,7450 France Ave S Ste 100,"",Edina,MN,55435
referralMNRef240,University of MN Physicians East Bank Hospital - M Health Fairview University of Minnesota Medical Center,500 Harvard St SE,"",Minneapolis,MN,55455
TEST12522,LABCORP,150 ISLIP AVE STE 9,"",ISLIP,NY,11751
referralMNRef241,University of MN Physicians - Nurse Practioners Clinic Downtown Minneapolis,814 South 3rd St,"",Minneapolis,MN,55415
TEST12523,LabCorp,175 MEMORIAL HWY,"",NEW ROCHELLE,NY,10801
referralMNRef242,University of MN Physicians - M Health Fairview Clinics and Surgery Center - Minneapolis,909 Fulton St SE,"",Minneapolis,MN,55455
TEST12524,LABCORP,2044 OCEAN AVE STE B3,"",BROOKLYN,NY,11230
referralMNRef243,Minneapolis VA Medical Center,1 Veterans Dr,"",Minneapolis,MN,55417
TEST12525,LABCORP,4434 AMBOY RD 2ND FL,"",STATEN ISLAND,NY,10312
referralMNRef244,Winona Health - Orthopedics & Sports Medicine,855 Mankato Ave,"",Winona,MN,55987
TEST12526,LABCORP,111-16 JAMAICA AVE,"",RICHMOND HILL,NY,11418
referralMNRef245,Center for Specialty Care - Fairmont,717 S State St Ste 900,"",Fairmont,MN,56031
TEST12527,LABCORP,3 COATES DRIVE,EASTGATE CORP PARK,GOSHEN,NY,10924
referralMNRef246,Center for Specialty Care - Blue Earth,435 S Grove St Ste 3,"",Blue Earth,MN,56013
TEST12528,LABCORP,31-00 47TH AVENUE,"",LONG ISLAND CITY,NY,11101
referralMNRef247,Community Memorial Hospital Clinic,512 Skyline Blvd,"",Cloquet,MN,55720
TEST12529,LabCorp,1200 WATERS PL STE M109,"",BRONX,NY,10461
referralMNRef248,Cuyuna Regional Medical Center -Crosby,320 E Main St,"",Crosby,MN,56441
TEST12530,LABCORP,31 NEW DORP LN,"",STATEN ISLAND,NY,10306
referralMNRef249,Cuyuna Regional Medical Center - Baxter,13205 Isle Dr,"",Baxter,MN,56425
TEST12531,LABCORP,775 PARK AVE STE 350,"",HUNTINGTON,NY,11743
referralMNRef250,Gillette Childrens Professional Services - St. Paul Campus,200 University Ave E,"",Saint Paul,MN,55101
referralMNRef251,Gillette Childrens Professional Services - Burnsville,305 E Nicollet Blvd Ste 200,"",Burnsville,MN,55337
referralMNRef252,Gillette Childrens Professional Services - Maple Grove,9550 Upland Ln N Ste 220,"",Maple Grove,MN,55369
referralMNRef253,Gillette Childrens Professional Services - Baxter,15860 Audubon,"",Baxter,MN,56401
referralMNRef254,Gillette Childrens Professional Services - Alexandira,1500 Irving St,"",Alexandria,MN,56308
referralMNRef255,Gillette Childrens Professional Services - Mankato,1421 Premier Dr Ste 100,"",Mankato,MN,56001
referralMNRef256,Little Falls Orthopedics,1108 1st St SE,"",Little Falls,MN,56345
referralMNRef257,Meeker Memorial Hospital,612 S Sibley Ave,"",Litchfield,MN,55355
referralMNRef258,Murray County Surgical Center,2042 Juniper Ave,"",Slayton,MN,56172
referralMNRef259,Orthopaedic and Fracture Clinic - Mankato,1431 Premier Dr,"",Mankato,MN,56001
referralMNRef260,Orthopaedic and Fracture Clinic - Rivers Edge Hospital & Clinic,1900 Sunrise Dr,"",Saint Peter,MN,56082
referralMNRef261,Orthopaedic and Fracture Clinic - Ridgeview Le Sueur Medical Center,621 S 4th St,"",Le Sueur,MN,56058
referralMNRef262,Orthopaedic and Fracture Clinic - Windom Area health,2150 Hospital Dr,"",Windom,MN,56101
referralMNRef263,Orthopedic Institute PC,810 E 23rd St,"",Sioux Falls,SD,57105
TEST12532,LABCORP,2035 RALPH AVE  A10,"",BROOKLYN,NY,11234
referralMNRef308,Avera McKennan Hospital & University Health Center,1325 S Cliff Ave,"",Sioux Falls,SD,57105
TEST12533,LABCORP,109 AUDUBON AVE,"",NEW YORK,NY,10032
referralMNRef309,Avera Medical Group Oncology & Hematology Sioux Falls,1000 E 23rd St Ste 230,"",Sioux Falls,SD,57105
TEST12534,LABCORP,1000 NORTHERN BLVD STE 135,"",GREAT NECK,NY,11021
referralMNRef310,"Avera Meidcal Group Hematology, Transplant & Cellular Therapy Sioux Falls",1000 E 23rd St Ste 200,"",Sioux Falls,SD,57105
TEST12535,LABCORP,2001 MARCUS AVE STE N215,"",NEW HYDE PARK,NY,11042
referralMNRef311,Avera Cancer Institute at Marshall,300 S Bruce St,"",Marshall,MN,56258
TEST12536,LABCORP,1228 WANTAGH AVE UNIT 104,"",WANTAGH,NY,11793
referralMNRef312,Avera Medical Group Gynelogic Oncology Sioux Falls,1000 E 23rd St Ste 350,"",Sioux Falls,SD,57105
TEST12537,LabCorp,46 ROUTE 25A SUITE 2,"",EAST SETAUKET,NY,11733
referralMNRef313,Avera Medical Group Radiation Oncology Marshall,300 S Bruce St,"",Marshall,MN,56258
TEST12538,LABCORP,297 KNOLLWOOD RD STE 102,"",WHITE PLAINS,NY,10607
referralMNRef314,Avera Granite Falls Health Center,345 10th Ave,"",Granite Falls,MN,56241
TEST12539,LABCORP,104A E 36TH ST,"",NEW YORK,NY,10016
referralMNRef315,Carris Health Cancer Center,301 Becker Ave SW,"",Willmar,MN,56201
TEST12540,LABCORP,3000 HEMPSTEAD TPKE  316,"",LEVITTOWN,NY,11756
referralMNRef316,Carris Heath Redwood Hospital,101 Caring Way,"",Redwood Falls,MN,56283
referralMNRef317,CentraCare - Coborn Cancer Center,1900 CentraCare Cir,Suite 1600,Saint Cloud,MN,56303
referralMNRef318,CentraCare - Melrose,525 W Main St,"",Melrose,MN,56352
referralMNRef319,CentraCare - Long Prairie,50 Centra Care Dr,"",Long Prairie,MN,56347
referralMNRef320,CentraCare - Sauk Centre,425 Elm St N,"",Sauk Centre,MN,56378
referralMNRef321,CentraCare - Monticello,1013 Hart Blvd,"",Monticello,MN,55362
referralMNRef322,CentraCare - Paynesville,200 W 1st St,"",Paynesville,MN,56362
referralMNRef323,Essentia Health Oncology - South University Clinic (Fargo),1702 University Dr S,"",Fargo,ND,58103
referralMNRef324,Essentia Health Oncology - Virginia Clinic,1101 9th St N,"",Virginia,MN,55792
referralMNRef325,Essentia Health Oncology - St. Joseph's Medical Center (Brainerd),523 N 3rd St,"",Brainerd,MN,56401
referralMNRef326,Essentia Health Oncology - Deer River Clinic,115 10th Ave NE,STE A,Deer River,MN,56636
referralMNRef327,Essentia Health Oncology - Hibbing Clinic,730 E 34th St,"",Hibbing,MN,55746
referralMNRef328,Essentia Health Oncology - Sandstone,705 Lundorff Dr S,"",Sandstone,MN,55072
referralMNRef329,Essentia Health Oncology - Park Rapids Clinic,705 Pleasant Ave S,"",Park Rapids,MN,56470
referralMNRef330,ESSENTIA,420 E 1st St,Second Flr,Duluth,MN,55805
referralMNRef331,Gundersen - Onalaska Clinic,3111 Gundersen Dr,"",Onalaska,WI,54650
referralMNRef332,Gundersen - Decorah Clinic,1830 State Hwy 9,"",Decorah,IA,52101
referralMNRef333,Gundersen La Crosse Campus,1900 South Ave,"",La Crosse,WI,54601
referralMNRef334,Gundersen - Viroqua Clinic,407 S Main,"",Viroqua,WI,54665
referralMNRef335,HCMC Clinic & Speciality Center,715 S 8th St,Level 1,Minneapolis,MN,55414
referralMNRef336,HealthPartners Cancer Care at Lakeview Hospital,927 Churchill St W,"",Stillwater,MN,55082
referralMNRef337,HealthPartners - Regions Hospital Cancer Center,640 Jackson St,"",Saint Paul,MN,55101
referralMNRef338,Lake Region Cancer Center,908 S Cascade St,"",Fergus Falls,MN,56537
referralMNRef339,Mankato Clinic - Main Street,1230 E Main St,"",Mankato,MN,56001
referralMNRef361,North Memorial Health Cancer Center - Robbinsdale,3435 W Broadway Ave,"",Robbinsdale,MN,55422
referralMNRef362,North Memorial Health Cancer Clinic - Maple Grove,9855 Hospital Dr Ste 10,"",Maple Grove,MN,55369
referralMNRef363,Northfield Cancer Care & Infusion Center,2000 North Ave,"",Northfield,MN,55057
referralMNRef364,Park Nicollet Clinic and Specialty Center Maple Grove,9555 Upland Ln N,"",Maple Grove,MN,55369
referralMNRef365,Park Nicollet Clinic and Specialty Center Burnsville,14000 Fairview Dr,"",Burnsville,MN,55337
referralMNRef366,Park Nicollet - Frauenshuh Cancer Center,3931 Louisiana Ave S,"",Saint Louis Park,MN,55426
referralMNRef367,Sanford Helath Roger Maris Cancer Center,820 4th St N,"",Fargo,ND,58122
referralMNRef368,Sanford Health Center for Screening,1720 University Dr S,"",Fargo,ND,58103
referralMNRef369,Sanford health Tracy Clinic,249 5th St E,"",Tracy,MN,56175
referralMNRef370,Sanford health Tracy Balaton Clinic,551 US Highway 14,"",Balaton,MN,56115
referralMNRef371,Sanford Health - Bemidji Medical Center,1300 Anne St NW,"",Bemidji,MN,56601
referralMNRef372,Sanford Health - Cnetral Ave. Clinic,929 Central Ave NW,"",East Grand Forks,MN,56721
referralMNRef373,Sanford Health Clear Lake Clinic,701 3rd Ave S,"",Clear Lake,SD,57226
referralMNRef374,Sanford Health Worthington Clinic,1680 Diagonal Rd,"",Worthington,MN,56187
referralMNRef375,Sanford Health Cancer Center,1018 6th Ave,"",Worthington,MN,56187
referralMNRef376,Sanford Health Worthington Medical Center,1018 6th Ave,"",Worthington,MN,56187
referralMNRef377,Sanford Health Children's Hospital Sioux Falls,1600 W 22nd St,"",Sioux Falls,SD,57105
referralMNRef378,Sanford Health Cancer Center,1309 W 17th St,"",Sioux Falls,SD,57104
